Dataset,Fold,Classifier,Resampler,Metric,Score
poker-8-9_vs_6,1,SVM,RBO,G-mean,0.7051668412316356
poker-8-9_vs_6,1,MLP,RBO,Precision,0.75
poker-8-9_vs_6,1,MLP,RBO,Recall,0.5
poker-8-9_vs_6,1,MLP,RBO,AUC,0.7486301369863014
poker-8-9_vs_6,1,MLP,RBO,G-mean,0.7061374773982056
flare-F,7,CART,PAO,Precision,0.14285714285714285
flare-F,7,CART,PAO,Recall,0.13636363636363635
flare-F,7,CART,PAO,AUC,0.5505692937199785
flare-F,7,CART,PAO,G-mean,0.3627123110694155
flare-F,7,KNN,PAO,Precision,0.15384615384615385
flare-F,7,KNN,PAO,Recall,0.3636363636363637
flare-F,7,KNN,PAO,AUC,0.6387653442447964
flare-F,7,KNN,PAO,G-mean,0.576476546823492
flare-F,7,SVM,PAO,Precision,0.14583333333333334
flare-F,7,SVM,PAO,Recall,0.6363636363636364
flare-F,7,SVM,PAO,AUC,0.7379469845223269
flare-F,7,SVM,PAO,G-mean,0.7309217299700876
flare-F,7,MLP,PAO,Precision,0.16470588235294115
flare-F,7,MLP,PAO,Recall,0.6363636363636364
flare-F,7,MLP,PAO,AUC,0.7487101939156733
flare-F,7,MLP,PAO,G-mean,0.7402332101976052
glass-0-1-5_vs_2,6,CART,PAU,Precision,0.12
glass-0-1-5_vs_2,6,CART,PAU,Recall,0.75
glass-0-1-5_vs_2,6,CART,PAU,AUC,0.592948717948718
glass-0-1-5_vs_2,6,CART,PAU,G-mean,0.5717718748968655
glass-0-1-5_vs_2,6,KNN,PAU,Precision,0.1
glass-0-1-5_vs_2,6,KNN,PAU,Recall,0.75
glass-0-1-5_vs_2,6,KNN,PAU,AUC,0.5288461538461539
glass-0-1-5_vs_2,6,KNN,PAU,G-mean,0.4803844614152614
glass-0-1-5_vs_2,6,SVM,PAU,Precision,0.07317073170731707
glass-0-1-5_vs_2,6,SVM,PAU,Recall,0.375
glass-0-1-5_vs_2,6,SVM,PAU,AUC,0.4439102564102564
glass-0-1-5_vs_2,6,SVM,PAU,G-mean,0.4385290096535146
glass-0-1-5_vs_2,6,MLP,PAU,Precision,0.14634146341463414
glass-0-1-5_vs_2,6,MLP,PAU,Recall,0.75
glass-0-1-5_vs_2,6,MLP,PAU,AUC,0.6506410256410258
glass-0-1-5_vs_2,6,MLP,PAU,G-mean,0.6430097498961727
ecoli-0-1-3-7_vs_2-6,2,CART,RBU,Precision,0.05263157894736842
ecoli-0-1-3-7_vs_2-6,2,CART,RBU,Recall,0.75
ecoli-0-1-3-7_vs_2-6,2,CART,RBU,AUC,0.6779197080291971
ecoli-0-1-3-7_vs_2-6,2,CART,RBU,G-mean,0.6740768220639215
ecoli-0-1-3-7_vs_2-6,2,KNN,RBU,Precision,0.054545454545454536
ecoli-0-1-3-7_vs_2-6,2,KNN,RBU,Recall,0.75
ecoli-0-1-3-7_vs_2-6,2,KNN,RBU,AUC,0.6852189781021898
ecoli-0-1-3-7_vs_2-6,2,KNN,RBU,G-mean,0.6821498861344805
ecoli-0-1-3-7_vs_2-6,2,SVM,RBU,Precision,0.13333333333333333
ecoli-0-1-3-7_vs_2-6,2,SVM,RBU,Recall,1.0
ecoli-0-1-3-7_vs_2-6,2,SVM,RBU,AUC,0.9051094890510948
ecoli-0-1-3-7_vs_2-6,2,SVM,RBU,G-mean,0.9001216462802069
ecoli-0-1-3-7_vs_2-6,2,MLP,RBU,Precision,0.08888888888888889
ecoli-0-1-3-7_vs_2-6,2,MLP,RBU,Recall,1.0
ecoli-0-1-3-7_vs_2-6,2,MLP,RBU,AUC,0.8503649635036497
ecoli-0-1-3-7_vs_2-6,2,MLP,RBU,G-mean,0.8370961276981871
cleveland-0_vs_4,1,CART,PAU,Precision,0.15384615384615385
cleveland-0_vs_4,1,CART,PAU,Recall,0.6666666666666666
cleveland-0_vs_4,1,CART,PAU,AUC,0.6958333333333333
cleveland-0_vs_4,1,CART,PAU,G-mean,0.695221787153807
cleveland-0_vs_4,1,KNN,PAU,Precision,0.4545454545454545
cleveland-0_vs_4,1,KNN,PAU,Recall,0.8333333333333334
cleveland-0_vs_4,1,KNN,PAU,AUC,0.8791666666666668
cleveland-0_vs_4,1,KNN,PAU,G-mean,0.8779711460710616
cleveland-0_vs_4,1,SVM,PAU,Precision,0.2727272727272727
cleveland-0_vs_4,1,SVM,PAU,Recall,1.0
cleveland-0_vs_4,1,SVM,PAU,AUC,0.9
cleveland-0_vs_4,1,SVM,PAU,G-mean,0.8944271909999159
cleveland-0_vs_4,1,MLP,PAU,Precision,0.21739130434782608
cleveland-0_vs_4,1,MLP,PAU,Recall,0.8333333333333334
cleveland-0_vs_4,1,MLP,PAU,AUC,0.8041666666666667
cleveland-0_vs_4,1,MLP,PAU,G-mean,0.8036375634160796
yeast3,9,CART,RBO,Precision,0.725
yeast3,9,CART,RBO,Recall,0.7073170731707317
yeast3,9,CART,RBO,AUC,0.8369918699186992
yeast3,9,CART,RBO,G-mean,0.8268856253426915
yeast3,9,KNN,RBO,Precision,0.5858585858585859
yeast3,9,KNN,RBO,Recall,0.7073170731707317
yeast3,9,KNN,RBO,AUC,0.8225979305247597
yeast3,9,KNN,RBO,G-mean,0.8144800054214577
yeast3,9,SVM,RBO,Precision,0.6055045871559633
yeast3,9,SVM,RBO,Recall,0.8048780487804879
yeast3,9,SVM,RBO,AUC,0.8698632668144863
yeast3,9,SVM,RBO,G-mean,0.8674324321756963
yeast3,9,MLP,RBO,Precision,0.6238532110091743
yeast3,9,MLP,RBO,Recall,0.8292682926829268
yeast3,9,MLP,RBO,AUC,0.8835735402808572
yeast3,9,MLP,RBO,G-mean,0.8819031359326122
yeast-2_vs_4,0,CART,RBO,Precision,0.68
yeast-2_vs_4,0,CART,RBO,Recall,0.68
yeast-2_vs_4,0,CART,RBO,AUC,0.8227586206896552
yeast-2_vs_4,0,CART,RBO,G-mean,0.8102787940813526
yeast-2_vs_4,0,KNN,RBO,Precision,0.6956521739130435
yeast-2_vs_4,0,KNN,RBO,Recall,0.64
yeast-2_vs_4,0,KNN,RBO,AUC,0.8049137931034483
yeast-2_vs_4,0,KNN,RBO,G-mean,0.7878385971583354
yeast-2_vs_4,0,SVM,RBO,Precision,0.6296296296296297
yeast-2_vs_4,0,SVM,RBO,Recall,0.68
yeast-2_vs_4,0,SVM,RBO,AUC,0.8184482758620691
yeast-2_vs_4,0,SVM,RBO,G-mean,0.8066533674214804
yeast-2_vs_4,0,MLP,RBO,Precision,0.5666666666666667
yeast-2_vs_4,0,MLP,RBO,Recall,0.68
yeast-2_vs_4,0,MLP,RBO,AUC,0.8119827586206897
yeast-2_vs_4,0,MLP,RBO,G-mean,0.8011844679748465
yeast-2_vs_4,3,CART,RBU,Precision,0.375
yeast-2_vs_4,3,CART,RBU,Recall,0.6923076923076923
yeast-2_vs_4,3,CART,RBU,AUC,0.7812187812187812
yeast-2_vs_4,3,CART,RBU,G-mean,0.7761427719160968
yeast-2_vs_4,3,KNN,RBU,Precision,0.3898305084745763
yeast-2_vs_4,3,KNN,RBU,Recall,0.8846153846153846
yeast-2_vs_4,3,KNN,RBU,AUC,0.8643856143856143
yeast-2_vs_4,3,KNN,RBU,G-mean,0.8641488568257477
yeast-2_vs_4,3,SVM,RBU,Precision,0.5714285714285714
yeast-2_vs_4,3,SVM,RBU,Recall,0.9230769230769232
yeast-2_vs_4,3,SVM,RBU,AUC,0.9225774225774226
yeast-2_vs_4,3,SVM,RBU,G-mean,0.9225772873580028
yeast-2_vs_4,3,MLP,RBU,Precision,0.5
yeast-2_vs_4,3,MLP,RBU,Recall,0.8461538461538461
yeast-2_vs_4,3,MLP,RBU,AUC,0.8754578754578755
yeast-2_vs_4,3,MLP,RBU,G-mean,0.8749672939989046
kddcup-rootkit-imap_vs_back,2,CART,RBO,Precision,1.0
kddcup-rootkit-imap_vs_back,2,CART,RBO,Recall,1.0
kddcup-rootkit-imap_vs_back,2,CART,RBO,AUC,1.0
kddcup-rootkit-imap_vs_back,2,CART,RBO,G-mean,1.0
kddcup-rootkit-imap_vs_back,2,KNN,RBO,Precision,1.0
kddcup-rootkit-imap_vs_back,2,KNN,RBO,Recall,0.9090909090909092
kddcup-rootkit-imap_vs_back,2,KNN,RBO,AUC,0.9545454545454546
kddcup-rootkit-imap_vs_back,2,KNN,RBO,G-mean,0.9534625892455924
kddcup-rootkit-imap_vs_back,2,SVM,RBO,Precision,1.0
kddcup-rootkit-imap_vs_back,2,SVM,RBO,Recall,1.0
kddcup-rootkit-imap_vs_back,2,SVM,RBO,AUC,1.0
kddcup-rootkit-imap_vs_back,2,SVM,RBO,G-mean,1.0
kddcup-rootkit-imap_vs_back,2,MLP,RBO,Precision,1.0
kddcup-rootkit-imap_vs_back,2,MLP,RBO,Recall,1.0
kddcup-rootkit-imap_vs_back,2,MLP,RBO,AUC,1.0
kddcup-rootkit-imap_vs_back,2,MLP,RBO,G-mean,1.0
ecoli1,2,CART,RBU,Precision,0.5555555555555556
ecoli1,2,CART,RBU,Recall,0.9210526315789472
ecoli1,2,CART,RBU,AUC,0.8528340080971659
ecoli1,2,CART,RBU,G-mean,0.8501012085495043
ecoli1,2,KNN,RBU,Precision,0.631578947368421
ecoli1,2,KNN,RBU,Recall,0.9473684210526316
ecoli1,2,KNN,RBU,AUC,0.8929149797570849
ecoli1,2,KNN,RBU,G-mean,0.891253041400515
ecoli1,2,SVM,RBU,Precision,0.625
ecoli1,2,SVM,RBU,Recall,0.9210526315789472
ecoli1,2,SVM,RBU,AUC,0.879757085020243
ecoli1,2,SVM,RBU,G-mean,0.8787873499759387
ecoli1,2,MLP,RBU,Precision,0.5070422535211268
ecoli1,2,MLP,RBU,Recall,0.9473684210526316
ecoli1,2,MLP,RBU,AUC,0.8390688259109311
ecoli1,2,MLP,RBU,G-mean,0.8320502943378436
kddcup-buffer_overflow_vs_back,7,CART,RBU,Precision,0.2727272727272727
kddcup-buffer_overflow_vs_back,7,CART,RBU,Recall,1.0
kddcup-buffer_overflow_vs_back,7,CART,RBU,AUC,0.9818346957311536
kddcup-buffer_overflow_vs_back,7,CART,RBU,G-mean,0.9816666396808578
kddcup-buffer_overflow_vs_back,7,KNN,RBU,Precision,1.0
kddcup-buffer_overflow_vs_back,7,KNN,RBU,Recall,0.9333333333333332
kddcup-buffer_overflow_vs_back,7,KNN,RBU,AUC,0.9666666666666668
kddcup-buffer_overflow_vs_back,7,KNN,RBU,G-mean,0.966091783079296
kddcup-buffer_overflow_vs_back,7,SVM,RBU,Precision,0.6
kddcup-buffer_overflow_vs_back,7,SVM,RBU,Recall,1.0
kddcup-buffer_overflow_vs_back,7,SVM,RBU,AUC,0.9954586739327884
kddcup-buffer_overflow_vs_back,7,SVM,RBU,G-mean,0.9954483150146856
kddcup-buffer_overflow_vs_back,7,MLP,RBU,Precision,0.07653061224489796
kddcup-buffer_overflow_vs_back,7,MLP,RBU,Recall,1.0
kddcup-buffer_overflow_vs_back,7,MLP,RBU,AUC,0.9178019981834696
kddcup-buffer_overflow_vs_back,7,MLP,RBU,G-mean,0.9141137764889768
abalone-21_vs_8,4,CART,RBO,Precision,0.625
abalone-21_vs_8,4,CART,RBO,Recall,0.7142857142857143
abalone-21_vs_8,4,CART,RBO,AUC,0.8518611670020121
abalone-21_vs_8,4,CART,RBO,G-mean,0.8406785608399536
abalone-21_vs_8,4,KNN,RBO,Precision,0.6666666666666666
abalone-21_vs_8,4,KNN,RBO,Recall,0.5714285714285714
abalone-21_vs_8,4,KNN,RBO,AUC,0.7821931589537223
abalone-21_vs_8,4,KNN,RBO,G-mean,0.7532625216744532
abalone-21_vs_8,4,SVM,RBO,Precision,0.2
abalone-21_vs_8,4,SVM,RBO,Recall,0.2857142857142857
abalone-21_vs_8,4,SVM,RBO,AUC,0.6287726358148893
abalone-21_vs_8,4,SVM,RBO,G-mean,0.5269402204955085
abalone-21_vs_8,4,MLP,RBO,Precision,0.5
abalone-21_vs_8,4,MLP,RBO,Recall,0.5714285714285714
abalone-21_vs_8,4,MLP,RBO,AUC,0.7786720321931591
abalone-21_vs_8,4,MLP,RBO,G-mean,0.7505866250408015
yeast-2_vs_8,7,CART,RBO,Precision,0.625
yeast-2_vs_8,7,CART,RBO,Recall,0.5
yeast-2_vs_8,7,CART,RBO,AUC,0.7435064935064936
yeast-2_vs_8,7,CART,RBO,G-mean,0.7025001733142089
yeast-2_vs_8,7,KNN,RBO,Precision,0.5
yeast-2_vs_8,7,KNN,RBO,Recall,0.6
yeast-2_vs_8,7,KNN,RBO,AUC,0.7870129870129869
yeast-2_vs_8,7,KNN,RBO,G-mean,0.7644707871564382
yeast-2_vs_8,7,SVM,RBO,Precision,0.2272727272727273
yeast-2_vs_8,7,SVM,RBO,Recall,0.5
yeast-2_vs_8,7,SVM,RBO,AUC,0.7132034632034632
yeast-2_vs_8,7,SVM,RBO,G-mean,0.6805905253553439
yeast-2_vs_8,7,MLP,RBO,Precision,0.3157894736842105
yeast-2_vs_8,7,MLP,RBO,Recall,0.6
yeast-2_vs_8,7,MLP,RBO,AUC,0.7718614718614719
yeast-2_vs_8,7,MLP,RBO,G-mean,0.752485060472144
vehicle3,6,CART,RBO,Precision,0.4513274336283186
vehicle3,6,CART,RBO,Recall,0.4811320754716981
vehicle3,6,CART,RBO,AUC,0.6427742396285935
vehicle3,6,CART,RBO,G-mean,0.6221177813700488
vehicle3,6,KNN,RBO,Precision,0.5193798449612403
vehicle3,6,KNN,RBO,Recall,0.6320754716981132
vehicle3,6,KNN,RBO,AUC,0.7182459377418011
vehicle3,6,KNN,RBO,G-mean,0.713058116750951
vehicle3,6,SVM,RBO,Precision,0.5555555555555556
vehicle3,6,SVM,RBO,Recall,0.8490566037735849
vehicle3,6,SVM,RBO,AUC,0.8109636331170763
vehicle3,6,SVM,RBO,G-mean,0.8100684784788323
vehicle3,6,MLP,RBO,Precision,0.6048387096774194
vehicle3,6,MLP,RBO,Recall,0.7075471698113207
vehicle3,6,MLP,RBO,AUC,0.7764865186596036
vehicle3,6,MLP,RBO,G-mean,0.7734201185904628
ecoli-0-1-4-7_vs_2-3-5-6,9,CART,RBU,Precision,0.1896551724137931
ecoli-0-1-4-7_vs_2-3-5-6,9,CART,RBU,Recall,0.7333333333333333
ecoli-0-1-4-7_vs_2-3-5-6,9,CART,RBU,AUC,0.7130718954248366
ecoli-0-1-4-7_vs_2-3-5-6,9,CART,RBU,G-mean,0.7127839800238563
ecoli-0-1-4-7_vs_2-3-5-6,9,KNN,RBU,Precision,0.4642857142857143
ecoli-0-1-4-7_vs_2-3-5-6,9,KNN,RBU,Recall,0.8666666666666667
ecoli-0-1-4-7_vs_2-3-5-6,9,KNN,RBU,AUC,0.8843137254901959
ecoli-0-1-4-7_vs_2-3-5-6,9,KNN,RBU,G-mean,0.8841376286558721
ecoli-0-1-4-7_vs_2-3-5-6,9,SVM,RBU,Precision,0.43333333333333335
ecoli-0-1-4-7_vs_2-3-5-6,9,SVM,RBU,Recall,0.8666666666666667
ecoli-0-1-4-7_vs_2-3-5-6,9,SVM,RBU,AUC,0.8777777777777778
ecoli-0-1-4-7_vs_2-3-5-6,9,SVM,RBU,G-mean,0.8777074514725111
ecoli-0-1-4-7_vs_2-3-5-6,9,MLP,RBU,Precision,0.4814814814814815
ecoli-0-1-4-7_vs_2-3-5-6,9,MLP,RBU,Recall,0.8666666666666667
ecoli-0-1-4-7_vs_2-3-5-6,9,MLP,RBU,AUC,0.8875816993464053
ecoli-0-1-4-7_vs_2-3-5-6,9,MLP,RBU,G-mean,0.8873352435368822
abalone9-18,4,CART,PAU,Precision,0.08875739644970414
abalone9-18,4,CART,PAU,Recall,0.7142857142857143
abalone9-18,4,CART,PAU,AUC,0.6339544513457558
abalone9-18,4,CART,PAU,G-mean,0.6288442848397124
abalone9-18,4,KNN,PAU,Precision,0.12844036697247707
abalone9-18,4,KNN,PAU,Recall,0.6666666666666666
abalone9-18,4,KNN,PAU,AUC,0.6956521739130433
abalone9-18,4,KNN,PAU,G-mean,0.6950480468569159
abalone9-18,4,SVM,PAU,Precision,0.2391304347826087
abalone9-18,4,SVM,PAU,Recall,0.5238095238095238
abalone9-18,4,SVM,PAU,AUC,0.7111801242236024
abalone9-18,4,SVM,PAU,G-mean,0.686053516273451
abalone9-18,4,MLP,PAU,Precision,0.25
abalone9-18,4,MLP,PAU,Recall,0.7619047619047619
abalone9-18,4,MLP,PAU,AUC,0.8113871635610767
abalone9-18,4,MLP,PAU,G-mean,0.8098769172646004
yeast-0-3-5-9_vs_7-8,7,CART,PAO,Precision,0.3181818181818182
yeast-0-3-5-9_vs_7-8,7,CART,PAO,Recall,0.28
yeast-0-3-5-9_vs_7-8,7,CART,PAO,AUC,0.6071052631578947
yeast-0-3-5-9_vs_7-8,7,CART,PAO,G-mean,0.5114478931117237
yeast-0-3-5-9_vs_7-8,7,KNN,PAO,Precision,0.22916666666666666
yeast-0-3-5-9_vs_7-8,7,KNN,PAO,Recall,0.44
yeast-0-3-5-9_vs_7-8,7,KNN,PAO,AUC,0.638859649122807
yeast-0-3-5-9_vs_7-8,7,KNN,PAO,G-mean,0.6071214797946702
yeast-0-3-5-9_vs_7-8,7,SVM,PAO,Precision,0.2452830188679245
yeast-0-3-5-9_vs_7-8,7,SVM,PAO,Recall,0.52
yeast-0-3-5-9_vs_7-8,7,SVM,PAO,AUC,0.6722807017543859
yeast-0-3-5-9_vs_7-8,7,SVM,PAO,G-mean,0.6548067881631661
yeast-0-3-5-9_vs_7-8,7,MLP,PAO,Precision,0.21818181818181814
yeast-0-3-5-9_vs_7-8,7,MLP,PAO,Recall,0.48
yeast-0-3-5-9_vs_7-8,7,MLP,PAO,AUC,0.6457017543859649
yeast-0-3-5-9_vs_7-8,7,MLP,PAO,G-mean,0.624078267696069
glass-0-1-5_vs_2,5,CART,PAU,Precision,0.08571428571428573
glass-0-1-5_vs_2,5,CART,PAU,Recall,0.6666666666666666
glass-0-1-5_vs_2,5,CART,PAU,AUC,0.4177489177489177
glass-0-1-5_vs_2,5,CART,PAU,G-mean,0.3354908531601309
glass-0-1-5_vs_2,5,KNN,PAU,Precision,0.17307692307692307
glass-0-1-5_vs_2,5,KNN,PAU,Recall,1.0
glass-0-1-5_vs_2,5,KNN,PAU,AUC,0.7207792207792207
glass-0-1-5_vs_2,5,KNN,PAU,G-mean,0.6644986392449886
glass-0-1-5_vs_2,5,SVM,PAU,Precision,0.11594202898550725
glass-0-1-5_vs_2,5,SVM,PAU,Recall,0.8888888888888888
glass-0-1-5_vs_2,5,SVM,PAU,AUC,0.5483405483405482
glass-0-1-5_vs_2,5,SVM,PAU,G-mean,0.4297722474802028
glass-0-1-5_vs_2,5,MLP,PAU,Precision,0.17647058823529413
glass-0-1-5_vs_2,5,MLP,PAU,Recall,1.0
glass-0-1-5_vs_2,5,MLP,PAU,AUC,0.7272727272727273
glass-0-1-5_vs_2,5,MLP,PAU,G-mean,0.6741998624632421
glass0,5,CART,PAU,Precision,0.4473684210526316
glass0,5,CART,PAU,Recall,0.9714285714285714
glass0,5,CART,PAU,AUC,0.6940476190476189
glass0,5,CART,PAU,G-mean,0.6362090102803518
glass0,5,KNN,PAU,Precision,0.62
glass0,5,KNN,PAU,Recall,0.8857142857142857
glass0,5,KNN,PAU,AUC,0.8109126984126985
glass0,5,KNN,PAU,G-mean,0.8074553405508734
glass0,5,SVM,PAU,Precision,0.4722222222222222
glass0,5,SVM,PAU,Recall,0.9714285714285714
glass0,5,SVM,PAU,AUC,0.7218253968253968
glass0,5,SVM,PAU,G-mean,0.6772962119561564
glass0,5,MLP,PAU,Precision,0.6111111111111112
glass0,5,MLP,PAU,Recall,0.9428571428571428
glass0,5,MLP,PAU,AUC,0.8255952380952379
glass0,5,MLP,PAU,G-mean,0.8172252705693474
poker-8_vs_6,7,CART,PAU,Precision,0.011142061281337049
poker-8_vs_6,7,CART,PAU,Recall,0.5
poker-8_vs_6,7,CART,PAU,AUC,0.5068493150684932
poker-8_vs_6,7,CART,PAU,G-mean,0.5068030337996144
poker-8_vs_6,7,KNN,PAU,Precision,0.016483516483516484
poker-8_vs_6,7,KNN,PAU,Recall,0.75
poker-8_vs_6,7,KNN,PAU,AUC,0.6297945205479452
poker-8_vs_6,7,KNN,PAU,G-mean,0.6182166131882237
poker-8_vs_6,7,SVM,PAU,Precision,0.052083333333333336
poker-8_vs_6,7,SVM,PAU,Recall,0.625
poker-8_vs_6,7,SVM,PAU,AUC,0.7501712328767124
poker-8_vs_6,7,SVM,PAU,G-mean,0.7396546769242323
poker-8_vs_6,7,MLP,PAU,Precision,0.015337423312883437
poker-8_vs_6,7,MLP,PAU,Recall,0.625
poker-8_vs_6,7,MLP,PAU,AUC,0.5926369863013699
poker-8_vs_6,7,MLP,PAU,G-mean,0.5917526788082267
ecoli2,2,CART,RBO,Precision,0.75
ecoli2,2,CART,RBO,Recall,0.6923076923076923
ecoli2,2,CART,RBO,AUC,0.825027085590466
ecoli2,2,CART,RBO,G-mean,0.8142820485584527
ecoli2,2,KNN,RBO,Precision,0.5853658536585366
ecoli2,2,KNN,RBO,Recall,0.9230769230769232
ecoli2,2,KNN,RBO,AUC,0.9016793066088842
ecoli2,2,KNN,RBO,G-mean,0.9014253790393104
ecoli2,2,SVM,RBO,Precision,0.8275862068965517
ecoli2,2,SVM,RBO,Recall,0.9230769230769232
ecoli2,2,SVM,RBO,AUC,0.9439328277356448
ecoli2,2,SVM,RBO,G-mean,0.9437023972195242
ecoli2,2,MLP,RBO,Precision,0.7741935483870968
ecoli2,2,MLP,RBO,Recall,0.9230769230769232
ecoli2,2,MLP,RBO,AUC,0.936890574214518
ecoli2,2,MLP,RBO,G-mean,0.9367887334368716
yeast1,9,CART,RBU,Precision,0.4233128834355828
yeast1,9,CART,RBU,Recall,0.6418604651162789
yeast1,9,CART,RBU,AUC,0.6425621111160142
yeast1,9,CART,RBU,G-mean,0.6425617280345602
yeast1,9,KNN,RBU,Precision,0.465625
yeast1,9,KNN,RBU,Recall,0.6930232558139535
yeast1,9,KNN,RBU,AUC,0.6842725387229159
yeast1,9,KNN,RBU,G-mean,0.6842165828162141
yeast1,9,SVM,RBU,Precision,0.4693251533742331
yeast1,9,SVM,RBU,Recall,0.7116279069767442
yeast1,9,SVM,RBU,AUC,0.6916773310974803
yeast1,9,SVM,RBU,G-mean,0.6913895464036314
yeast1,9,MLP,RBU,Precision,0.4919614147909968
yeast1,9,MLP,RBU,Recall,0.7116279069767442
yeast1,9,MLP,RBU,AUC,0.7059088301487136
yeast1,9,MLP,RBU,G-mean,0.7058856625843597
poker-8-9_vs_6,7,CART,RBO,Precision,0.07142857142857142
poker-8-9_vs_6,7,CART,RBO,Recall,0.08333333333333333
poker-8-9_vs_6,7,CART,RBO,AUC,0.5327625570776255
poker-8-9_vs_6,7,CART,RBO,G-mean,0.2860931929782552
poker-8-9_vs_6,7,KNN,RBO,Precision,0.6428571428571429
poker-8-9_vs_6,7,KNN,RBO,Recall,0.75
poker-8-9_vs_6,7,KNN,RBO,AUC,0.8715753424657534
poker-8-9_vs_6,7,KNN,RBO,G-mean,0.8630544673997291
poker-8-9_vs_6,7,SVM,RBO,Precision,0.875
poker-8-9_vs_6,7,SVM,RBO,Recall,0.5833333333333334
poker-8-9_vs_6,7,SVM,RBO,AUC,0.7909817351598173
poker-8-9_vs_6,7,SVM,RBO,G-mean,0.7632393114714038
poker-8-9_vs_6,7,MLP,RBO,Precision,0.8333333333333334
poker-8-9_vs_6,7,MLP,RBO,Recall,0.8333333333333334
poker-8-9_vs_6,7,MLP,RBO,AUC,0.9152968036529682
poker-8-9_vs_6,7,MLP,RBO,G-mean,0.9116195633653891
glass4,7,CART,PAO,Precision,0.6666666666666666
glass4,7,CART,PAO,Recall,0.8571428571428571
glass4,7,CART,PAO,AUC,0.9135714285714286
glass4,7,CART,PAO,G-mean,0.9118270512704542
glass4,7,KNN,PAO,Precision,0.38461538461538464
glass4,7,KNN,PAO,Recall,0.7142857142857143
glass4,7,KNN,PAO,AUC,0.8171428571428573
glass4,7,KNN,PAO,G-mean,0.8106434833777776
glass4,7,SVM,PAO,Precision,0.6666666666666666
glass4,7,SVM,PAO,Recall,0.8571428571428571
glass4,7,SVM,PAO,AUC,0.9135714285714286
glass4,7,SVM,PAO,G-mean,0.9118270512704542
glass4,7,MLP,PAO,Precision,0.3333333333333333
glass4,7,MLP,PAO,Recall,0.5714285714285714
glass4,7,MLP,PAO,AUC,0.7457142857142858
glass4,7,MLP,PAO,G-mean,0.7250615737399726
yeast-2_vs_4,4,CART,PAO,Precision,0.5357142857142857
yeast-2_vs_4,4,CART,PAO,Recall,0.6
yeast-2_vs_4,4,CART,PAO,AUC,0.7719827586206898
yeast-2_vs_4,4,CART,PAO,G-mean,0.7525817632289714
yeast-2_vs_4,4,KNN,PAO,Precision,0.7037037037037037
yeast-2_vs_4,4,KNN,PAO,Recall,0.76
yeast-2_vs_4,4,KNN,PAO,AUC,0.8627586206896553
yeast-2_vs_4,4,KNN,PAO,G-mean,0.8566172444261648
yeast-2_vs_4,4,SVM,PAO,Precision,0.6333333333333333
yeast-2_vs_4,4,SVM,PAO,Recall,0.76
yeast-2_vs_4,4,SVM,PAO,AUC,0.8562931034482759
yeast-2_vs_4,4,SVM,PAO,G-mean,0.8508616322536698
yeast-2_vs_4,4,MLP,PAO,Precision,0.6
yeast-2_vs_4,4,MLP,PAO,Recall,0.72
yeast-2_vs_4,4,MLP,PAO,AUC,0.8341379310344827
yeast-2_vs_4,4,MLP,PAO,G-mean,0.8262920916296217
ecoli3,4,CART,PAU,Precision,0.20967741935483872
ecoli3,4,CART,PAU,Recall,0.7647058823529411
ecoli3,4,CART,PAU,AUC,0.7201012855473314
ecoli3,4,CART,PAU,G-mean,0.7187185063644378
ecoli3,4,KNN,PAU,Precision,0.2978723404255319
ecoli3,4,KNN,PAU,Recall,0.8235294117647058
ecoli3,4,KNN,PAU,AUC,0.8024931827035451
ecoli3,4,KNN,PAU,G-mean,0.8022174177569019
ecoli3,4,SVM,PAU,Precision,0.32653061224489793
ecoli3,4,SVM,PAU,Recall,0.9411764705882352
ecoli3,4,SVM,PAU,AUC,0.8613167121153097
ecoli3,4,SVM,PAU,G-mean,0.8576064934139509
ecoli3,4,MLP,PAU,Precision,0.3207547169811321
ecoli3,4,MLP,PAU,Recall,1.0
ecoli3,4,MLP,PAU,AUC,0.880794701986755
ecoli3,4,MLP,PAU,G-mean,0.8726908982987676
ecoli1,0,CART,RBU,Precision,0.463768115942029
ecoli1,0,CART,RBU,Recall,0.8421052631578947
ecoli1,0,CART,RBU,AUC,0.778744939271255
ecoli1,0,CART,RBU,G-mean,0.7761630948438419
ecoli1,0,KNN,RBU,Precision,0.6
ecoli1,0,KNN,RBU,Recall,0.9473684210526316
ecoli1,0,KNN,RBU,AUC,0.8813765182186234
ecoli1,0,KNN,RBU,G-mean,0.8789025177046259
ecoli1,0,SVM,RBU,Precision,0.5522388059701493
ecoli1,0,SVM,RBU,Recall,0.9736842105263158
ecoli1,0,SVM,RBU,AUC,0.8714574898785425
ecoli1,0,SVM,RBU,G-mean,0.8654408438772764
ecoli1,0,MLP,RBU,Precision,0.5454545454545454
ecoli1,0,MLP,RBU,Recall,0.9473684210526316
ecoli1,0,MLP,RBU,AUC,0.8582995951417003
ecoli1,0,MLP,RBU,G-mean,0.8536655898367083
abalone-20_vs_8-9-10,9,CART,RBO,Precision,0.26666666666666666
abalone-20_vs_8-9-10,9,CART,RBO,Recall,0.3076923076923077
abalone-20_vs_8-9-10,9,CART,RBO,AUC,0.6480260480260479
abalone-20_vs_8-9-10,9,CART,RBO,G-mean,0.5514623324495554
abalone-20_vs_8-9-10,9,KNN,RBO,Precision,0.15384615384615385
